"drug","disease","classification","notes","drug_url","disease_url"
"Mometasone","systemic scleroderma","DM","","http://www.drugbank.ca/drugs/DB00764","http://www.disease-ontology.org/term/DOID%3A418"
"Monobenzone","vitiligo","SYM","","http://www.drugbank.ca/drugs/DB00600","http://www.disease-ontology.org/term/DOID%3A12306"
"Montelukast","allergic rhinitis","DM","","http://www.drugbank.ca/drugs/DB00471","http://www.disease-ontology.org/term/DOID%3A4481"
"Montelukast","asthma","DM","","http://www.drugbank.ca/drugs/DB00471","http://www.disease-ontology.org/term/DOID%3A2841"
"Montelukast","chronic obstructive pulmonary disease","DM","","http://www.drugbank.ca/drugs/DB00471","http://www.disease-ontology.org/term/DOID%3A3083"
"Morphine","coronary artery disease","SYM","Pilot classification: symptomatic; Pilot notes:","http://www.drugbank.ca/drugs/DB00295","http://www.disease-ontology.org/term/DOID%3A3393"
"Moxifloxacin","asthma","NOT","","http://www.drugbank.ca/drugs/DB00218","http://www.disease-ontology.org/term/DOID%3A2841"
"Moxifloxacin","chronic obstructive pulmonary disease","NOT","","http://www.drugbank.ca/drugs/DB00218","http://www.disease-ontology.org/term/DOID%3A3083"
"Moxifloxacin","hypertension","NOT","","http://www.drugbank.ca/drugs/DB00218","http://www.disease-ontology.org/term/DOID%3A10763"
"Mupirocin","atopic dermatitis","NOT","","http://www.drugbank.ca/drugs/DB00410","http://www.disease-ontology.org/term/DOID%3A3310"
"Mycophenolate mofetil","psoriasis","DM","","http://www.drugbank.ca/drugs/DB00688","http://www.disease-ontology.org/term/DOID%3A8893"
"Mycophenolate mofetil","systemic lupus erythematosus","DM","","http://www.drugbank.ca/drugs/DB00688","http://www.disease-ontology.org/term/DOID%3A9074"
"Mycophenolate mofetil","systemic scleroderma","DM","","http://www.drugbank.ca/drugs/DB00688","http://www.disease-ontology.org/term/DOID%3A418"
"Mycophenolic acid","psoriasis","DM","Pilot classification: disease-modifying; Pilot notes:","http://www.drugbank.ca/drugs/DB01024","http://www.disease-ontology.org/term/DOID%3A8893"
"Mycophenolic acid","systemic scleroderma","DM","","http://www.drugbank.ca/drugs/DB01024","http://www.disease-ontology.org/term/DOID%3A418"
"Nabumetone","osteoarthritis","SYM","","http://www.drugbank.ca/drugs/DB00461","http://www.disease-ontology.org/term/DOID%3A8398"
"Nabumetone","rheumatoid arthritis","SYM","","http://www.drugbank.ca/drugs/DB00461","http://www.disease-ontology.org/term/DOID%3A7148"
"Nadolol","hypertension","DM","","http://www.drugbank.ca/drugs/DB01203","http://www.disease-ontology.org/term/DOID%3A10763"
"Naftifine","rheumatoid arthritis","NOT","","http://www.drugbank.ca/drugs/DB00735","http://www.disease-ontology.org/term/DOID%3A7148"
"Naltrexone","alcohol dependence","SYM","","http://www.drugbank.ca/drugs/DB00704","http://www.disease-ontology.org/term/DOID%3A0050741"
"Naproxen","ankylosing spondylitis","SYM","","http://www.drugbank.ca/drugs/DB00788","http://www.disease-ontology.org/term/DOID%3A7147"
"Naproxen","gout","SYM","","http://www.drugbank.ca/drugs/DB00788","http://www.disease-ontology.org/term/DOID%3A13189"
"Naproxen","migraine","SYM","","http://www.drugbank.ca/drugs/DB00788","http://www.disease-ontology.org/term/DOID%3A6364"
"Naproxen","osteoarthritis","SYM","","http://www.drugbank.ca/drugs/DB00788","http://www.disease-ontology.org/term/DOID%3A8398"
"Naproxen","rheumatoid arthritis","SYM","","http://www.drugbank.ca/drugs/DB00788","http://www.disease-ontology.org/term/DOID%3A7148"
"Naproxen","systemic lupus erythematosus","SYM","","http://www.drugbank.ca/drugs/DB00788","http://www.disease-ontology.org/term/DOID%3A9074"
"Naratriptan","migraine","SYM","","http://www.drugbank.ca/drugs/DB00952","http://www.disease-ontology.org/term/DOID%3A6364"
"Nateglinide","type 2 diabetes mellitus","DM","","http://www.drugbank.ca/drugs/DB00731","http://www.disease-ontology.org/term/DOID%3A9352"
"Nebivolol","hypertension","DM","","http://www.drugbank.ca/drugs/DB04861","http://www.disease-ontology.org/term/DOID%3A10763"
"Nedocromil","asthma","DM","","http://www.drugbank.ca/drugs/DB00716","http://www.disease-ontology.org/term/DOID%3A2841"
"Nefazodone","endogenous depression","SYM","","http://www.drugbank.ca/drugs/DB01149","http://www.disease-ontology.org/term/DOID%3A1595"
"Nelarabine","hematologic cancer","DM","","http://www.drugbank.ca/drugs/DB01280","http://www.disease-ontology.org/term/DOID%3A2531"
"Nelfinavir","acquired immunodeficiency syndrome","DM","","http://www.drugbank.ca/drugs/DB00220","http://www.disease-ontology.org/term/DOID%3A635"
"Nevirapine","acquired immunodeficiency syndrome","DM","","http://www.drugbank.ca/drugs/DB00238","http://www.disease-ontology.org/term/DOID%3A635"
"Niacin","atherosclerosis","DM","","http://www.drugbank.ca/drugs/DB00627","http://www.disease-ontology.org/term/DOID%3A1936"
"Niacin","coronary artery disease","DM","","http://www.drugbank.ca/drugs/DB00627","http://www.disease-ontology.org/term/DOID%3A3393"
"Niacin","pancreatitis","DM","","http://www.drugbank.ca/drugs/DB00627","http://www.disease-ontology.org/term/DOID%3A4989"
"Nicardipine","hypertension","SYM","acute","http://www.drugbank.ca/drugs/DB00622","http://www.disease-ontology.org/term/DOID%3A10763"
"Nicotine","chronic obstructive pulmonary disease","NOT","","http://www.drugbank.ca/drugs/DB00184","http://www.disease-ontology.org/term/DOID%3A3083"
"Nicotine","nicotine dependence","SYM","","http://www.drugbank.ca/drugs/DB00184","http://www.disease-ontology.org/term/DOID%3A0050742"
"Nicotine","ulcerative colitis","NOT","in research","http://www.drugbank.ca/drugs/DB00184","http://www.disease-ontology.org/term/DOID%3A8577"
"Nifedipine","coronary artery disease","DM","prinzmetals","http://www.drugbank.ca/drugs/DB01115","http://www.disease-ontology.org/term/DOID%3A3393"
"Nifedipine","hypertension","DM","","http://www.drugbank.ca/drugs/DB01115","http://www.disease-ontology.org/term/DOID%3A10763"
"Nifedipine","systemic scleroderma","NOT","","http://www.drugbank.ca/drugs/DB01115","http://www.disease-ontology.org/term/DOID%3A418"
"Nilotinib","hematologic cancer","DM","","http://www.drugbank.ca/drugs/DB04868","http://www.disease-ontology.org/term/DOID%3A2531"
"Nilutamide","prostate cancer","DM","","http://www.drugbank.ca/drugs/DB00665","http://www.disease-ontology.org/term/DOID%3A10283"
"Nisoldipine","hypertension","DM","Pilot classification: disease-modifying; Pilot notes:","http://www.drugbank.ca/drugs/DB00401","http://www.disease-ontology.org/term/DOID%3A10763"
"Nitric Oxide","hypertension","DM","pulm htn","http://www.drugbank.ca/drugs/DB00435","http://www.disease-ontology.org/term/DOID%3A10763"
"Nitroglycerin","coronary artery disease","SYM","","http://www.drugbank.ca/drugs/DB00727","http://www.disease-ontology.org/term/DOID%3A3393"
"Nitroglycerin","hypertension","SYM","","http://www.drugbank.ca/drugs/DB00727","http://www.disease-ontology.org/term/DOID%3A10763"
"Nitroprusside","hypertension","SYM","","http://www.drugbank.ca/drugs/DB00325","http://www.disease-ontology.org/term/DOID%3A10763"
"Norethindrone","osteoporosis","NOT","","http://www.drugbank.ca/drugs/DB00717","http://www.disease-ontology.org/term/DOID%3A11476"
"Norethindrone","polycystic ovary syndrome","SYM","","http://www.drugbank.ca/drugs/DB00717","http://www.disease-ontology.org/term/DOID%3A11612"
"Nortriptyline","attention deficit hyperactivity disorder","SYM","","http://www.drugbank.ca/drugs/DB00540","http://www.disease-ontology.org/term/DOID%3A1094"
"Nortriptyline","endogenous depression","SYM","","http://www.drugbank.ca/drugs/DB00540","http://www.disease-ontology.org/term/DOID%3A1595"
"Nortriptyline","multiple sclerosis","SYM","","http://www.drugbank.ca/drugs/DB00540","http://www.disease-ontology.org/term/DOID%3A2377"
"Nortriptyline","panic disorder","SYM","","http://www.drugbank.ca/drugs/DB00540","http://www.disease-ontology.org/term/DOID%3A594"
"Octreotide","pancreatic cancer","NOT","diarrhea from VIPomas","http://www.drugbank.ca/drugs/DB00104","http://www.disease-ontology.org/term/DOID%3A1793"
"Octreotide","pancreatitis","NOT","","http://www.drugbank.ca/drugs/DB00104","http://www.disease-ontology.org/term/DOID%3A4989"
"Octreotide","thymus cancer","NOT","","http://www.drugbank.ca/drugs/DB00104","http://www.disease-ontology.org/term/DOID%3A3277"
"Octreotide","type 1 diabetes mellitus","NOT","","http://www.drugbank.ca/drugs/DB00104","http://www.disease-ontology.org/term/DOID%3A9744"
"Ofloxacin","chronic obstructive pulmonary disease","NOT","","http://www.drugbank.ca/drugs/DB01165","http://www.disease-ontology.org/term/DOID%3A3083"
"Olanzapine","Gilles de la Tourette syndrome","SYM","","http://www.drugbank.ca/drugs/DB00334","http://www.disease-ontology.org/term/DOID%3A11119"
"Olanzapine","bipolar disorder","SYM","","http://www.drugbank.ca/drugs/DB00334","http://www.disease-ontology.org/term/DOID%3A3312"
"Olanzapine","panic disorder","SYM","","http://www.drugbank.ca/drugs/DB00334","http://www.disease-ontology.org/term/DOID%3A594"
"Olanzapine","schizophrenia","SYM","","http://www.drugbank.ca/drugs/DB00334","http://www.disease-ontology.org/term/DOID%3A5419"
"Olmesartan","coronary artery disease","NOT","","http://www.drugbank.ca/drugs/DB00275","http://www.disease-ontology.org/term/DOID%3A3393"
"Olmesartan","hypertension","DM","","http://www.drugbank.ca/drugs/DB00275","http://www.disease-ontology.org/term/DOID%3A10763"
"Olopatadine","allergic rhinitis","DM","","http://www.drugbank.ca/drugs/DB00768","http://www.disease-ontology.org/term/DOID%3A4481"
"Olsalazine","ulcerative colitis","DM","","http://www.drugbank.ca/drugs/DB01250","http://www.disease-ontology.org/term/DOID%3A8577"
"Omeprazole","Barrett's esophagus","DM","","http://www.drugbank.ca/drugs/DB00338","http://www.disease-ontology.org/term/DOID%3A9206"
"Omeprazole","allergic rhinitis","NOT","","http://www.drugbank.ca/drugs/DB00338","http://www.disease-ontology.org/term/DOID%3A4481"
"Omeprazole","ankylosing spondylitis","NOT","","http://www.drugbank.ca/drugs/DB00338","http://www.disease-ontology.org/term/DOID%3A7147"
"Omeprazole","esophageal cancer","NOT","","http://www.drugbank.ca/drugs/DB00338","http://www.disease-ontology.org/term/DOID%3A5041"
"Omeprazole","kidney cancer","NOT","","http://www.drugbank.ca/drugs/DB00338","http://www.disease-ontology.org/term/DOID%3A263"
"Omeprazole","prostate cancer","NOT","","http://www.drugbank.ca/drugs/DB00338","http://www.disease-ontology.org/term/DOID%3A10283"
"Omeprazole","rheumatoid arthritis","NOT","","http://www.drugbank.ca/drugs/DB00338","http://www.disease-ontology.org/term/DOID%3A7148"
"Omeprazole","systemic lupus erythematosus","NOT","","http://www.drugbank.ca/drugs/DB00338","http://www.disease-ontology.org/term/DOID%3A9074"
"Omeprazole","systemic scleroderma","SYM","Pilot classification: ? Symptomatic; Pilot notes: although could be considered disease mod if it protects against esophogeal complications of scleroderma","http://www.drugbank.ca/drugs/DB00338","http://www.disease-ontology.org/term/DOID%3A418"
"Ondansetron","alcohol dependence","SYM","","http://www.drugbank.ca/drugs/DB00904","http://www.disease-ontology.org/term/DOID%3A0050741"
"Orciprenaline","asthma","DM","","http://www.drugbank.ca/drugs/DB00816","http://www.disease-ontology.org/term/DOID%3A2841"
"Orlistat","hypertension","NOT","","http://www.drugbank.ca/drugs/DB01083","http://www.disease-ontology.org/term/DOID%3A10763"
"Orlistat","obesity","DM","Pilot classification: disease-modifying; Pilot notes: prevents absorption of fats","http://www.drugbank.ca/drugs/DB01083","http://www.disease-ontology.org/term/DOID%3A9970"
"Orlistat","type 2 diabetes mellitus","NOT","","http://www.drugbank.ca/drugs/DB01083","http://www.disease-ontology.org/term/DOID%3A9352"
"Orphenadrine","migraine","SYM","","http://www.drugbank.ca/drugs/DB01173","http://www.disease-ontology.org/term/DOID%3A6364"
"Oxandrolone","osteoporosis","SYM","Pilot classification: symptomatic; Pilot notes: relieves bone pain","http://www.drugbank.ca/drugs/DB00621","http://www.disease-ontology.org/term/DOID%3A11476"
"Oxaprozin","osteoarthritis","SYM","","http://www.drugbank.ca/drugs/DB00991","http://www.disease-ontology.org/term/DOID%3A8398"
"Oxaprozin","rheumatoid arthritis","SYM","","http://www.drugbank.ca/drugs/DB00991","http://www.disease-ontology.org/term/DOID%3A7148"
"Oxcarbazepine","bipolar disorder","SYM","","http://www.drugbank.ca/drugs/DB00776","http://www.disease-ontology.org/term/DOID%3A3312"
"Oxcarbazepine","epilepsy syndrome","SYM","","http://www.drugbank.ca/drugs/DB00776","http://www.disease-ontology.org/term/DOID%3A1826"
"Oxcarbazepine","multiple sclerosis","SYM","","http://www.drugbank.ca/drugs/DB00776","http://www.disease-ontology.org/term/DOID%3A2377"
"Oxtriphylline","rheumatoid arthritis","NOT","","http://www.drugbank.ca/drugs/DB01303","http://www.disease-ontology.org/term/DOID%3A7148"
"Oxymetazoline","allergic rhinitis","SYM","","http://www.drugbank.ca/drugs/DB00935","http://www.disease-ontology.org/term/DOID%3A4481"
"Paclitaxel","breast cancer","DM","","http://www.drugbank.ca/drugs/DB01229","http://www.disease-ontology.org/term/DOID%3A1612"
"Paclitaxel","kidney cancer","DM","","http://www.drugbank.ca/drugs/DB01229","http://www.disease-ontology.org/term/DOID%3A263"
"Paclitaxel","lung cancer","DM","","http://www.drugbank.ca/drugs/DB01229","http://www.disease-ontology.org/term/DOID%3A1324"
"Paclitaxel","ovarian cancer","DM","","http://www.drugbank.ca/drugs/DB01229","http://www.disease-ontology.org/term/DOID%3A2394"
"Paliperidone","schizophrenia","SYM","","http://www.drugbank.ca/drugs/DB01267","http://www.disease-ontology.org/term/DOID%3A5419"
"Pamidronate","Paget's disease of bone","DM","","http://www.drugbank.ca/drugs/DB00282","http://www.disease-ontology.org/term/DOID%3A5408"
"Pamidronate","breast cancer","NOT","","http://www.drugbank.ca/drugs/DB00282","http://www.disease-ontology.org/term/DOID%3A1612"
"Pamidronate","hematologic cancer","NOT","","http://www.drugbank.ca/drugs/DB00282","http://www.disease-ontology.org/term/DOID%3A2531"
"Pamidronate","osteoporosis","DM","","http://www.drugbank.ca/drugs/DB00282","http://www.disease-ontology.org/term/DOID%3A11476"
"Paricalcitol","chronic kidney failure","NOT","parathy ass't with CKD","http://www.drugbank.ca/drugs/DB00910","http://www.disease-ontology.org/term/DOID%3A784"
"Paroxetine","bipolar disorder","SYM","","http://www.drugbank.ca/drugs/DB00715","http://www.disease-ontology.org/term/DOID%3A3312"
"Paroxetine","endogenous depression","SYM","","http://www.drugbank.ca/drugs/DB00715","http://www.disease-ontology.org/term/DOID%3A1595"
"Paroxetine","panic disorder","SYM","","http://www.drugbank.ca/drugs/DB00715","http://www.disease-ontology.org/term/DOID%3A594"
"Pazopanib","kidney cancer","DM","","http://www.drugbank.ca/drugs/DB06589","http://www.disease-ontology.org/term/DOID%3A263"
"Pemetrexed","lung cancer","DM","","http://www.drugbank.ca/drugs/DB00642","http://www.disease-ontology.org/term/DOID%3A1324"
"Penbutolol","coronary artery disease","NOT","","http://www.drugbank.ca/drugs/DB01359","http://www.disease-ontology.org/term/DOID%3A3393"
"Penbutolol","hypertension","DM","","http://www.drugbank.ca/drugs/DB01359","http://www.disease-ontology.org/term/DOID%3A10763"
"Penicillamine","primary biliary cirrhosis","DM","","http://www.drugbank.ca/drugs/DB00859","http://www.disease-ontology.org/term/DOID%3A12236"
"Penicillamine","rheumatoid arthritis","DM","","http://www.drugbank.ca/drugs/DB00859","http://www.disease-ontology.org/term/DOID%3A7148"
"Penicillin V","periodontitis","NOT","","http://www.drugbank.ca/drugs/DB00417","http://www.disease-ontology.org/term/DOID%3A824"
"Pentostatin","hematologic cancer","DM","","http://www.drugbank.ca/drugs/DB00552","http://www.disease-ontology.org/term/DOID%3A2531"
"Pentoxifylline","malaria","NOT","","http://www.drugbank.ca/drugs/DB00806","http://www.disease-ontology.org/term/DOID%3A12365"
"Pentoxifylline","systemic scleroderma","SYM","","http://www.drugbank.ca/drugs/DB00806","http://www.disease-ontology.org/term/DOID%3A418"
"Pergolide","Gilles de la Tourette syndrome","NOT","w/d from market","http://www.drugbank.ca/drugs/DB01186","http://www.disease-ontology.org/term/DOID%3A11119"
"Pergolide","Parkinson's disease","NOT","","http://www.drugbank.ca/drugs/DB01186","http://www.disease-ontology.org/term/DOID%3A14330"
"Perindopril","coronary artery disease","NOT","","http://www.drugbank.ca/drugs/DB00790","http://www.disease-ontology.org/term/DOID%3A3393"
"Perindopril","hypertension","DM","","http://www.drugbank.ca/drugs/DB00790","http://www.disease-ontology.org/term/DOID%3A10763"
"Perphenazine","Gilles de la Tourette syndrome","SYM","","http://www.drugbank.ca/drugs/DB00850","http://www.disease-ontology.org/term/DOID%3A11119"
"Phendimetrazine","obesity","DM","","http://www.drugbank.ca/drugs/DB01579","http://www.disease-ontology.org/term/DOID%3A9970"
"Phenobarbital","epilepsy syndrome","SYM","","http://www.drugbank.ca/drugs/DB01174","http://www.disease-ontology.org/term/DOID%3A1826"
"Phenobarbital","hypertension","NOT","","http://www.drugbank.ca/drugs/DB01174","http://www.disease-ontology.org/term/DOID%3A10763"
"Phentermine","obesity","DM","","http://www.drugbank.ca/drugs/DB00191","http://www.disease-ontology.org/term/DOID%3A9970"
